Location,Scale,Shape
4.19881194342409,1.52118608478398,-0.847326237527366
4.27949186592811,1.49304499131606,-0.818537512764146
4.27930272848553,1.49256348821103,-0.815360822022484
4.33294101612447,1.47526707503035,-0.785430557018364
4.2557877039403,1.48836527494224,-0.82926748369925
4.27398950179017,1.4677315319297,-0.829992456836233
4.35978226926726,1.42685864414714,-0.80670118467978
4.42810955557576,1.43677847922606,-0.749716498315737
4.46326981470863,1.44406179954157,-0.715833090819449
4.47532699238005,1.4573706579725,-0.698032663046702
4.4428581341363,1.49432251460992,-0.687824109606386
4.47545736620407,1.4567728828497,-0.695332793075397
4.5098821408795,1.50009689461075,-0.644742863867337
4.60517754234191,1.46800714496939,-0.590405459318355
4.60622136037688,1.48264276710656,-0.589458928816002
4.66583214325151,1.50038189674719,-0.546276347293972
4.60046375467707,1.51384759498861,-0.597683223947048
4.68297210577179,1.48820806929088,-0.566943821681495
4.74274588629043,1.50556162939733,-0.50215729921286
4.82751266537952,1.44171647867078,-0.457369989614629
4.93631455351679,1.41076664093481,-0.372182650654366
4.99294904729377,1.44600512593586,-0.309000685343728
5.01986418046813,1.42301804626827,-0.28702787759336
5.03359281895355,1.47771609312357,-0.261471808330095
5.11726268967507,1.44684757799008,-0.175695958449595
5.11585533536743,1.46528376058946,-0.192279760141539
5.16211510624217,1.49612812347891,-0.159258701072027
5.16767657342994,1.497122437443,-0.151168472446357
5.16144757357503,1.45138491909049,-0.156108287504087
5.18219257948494,1.50123049925114,-0.124453897167119
5.19054615157508,1.55699985279909,-0.131784241130988
5.19361024299426,1.55615142762508,-0.127951047531841
5.1271289615645,1.55426773917094,-0.183683916816687
5.21804055847209,1.50821613852332,-0.159357469344086
5.2151850545605,1.50128961527678,-0.164796150929384
5.21515723081689,1.51658646511345,-0.229023844677162
5.19538752516309,1.47066712708366,-0.244012969904246
5.18948885458216,1.48206533398187,-0.252172526765933
5.17537036305291,1.46229028609397,-0.207027969395116
