﻿Daily Discharge (m3/s) (PARAM = 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ID,PARAM,TYPE,YEAR,DD,Jan,SYM,Feb,SYM,Mar,SYM,Apr,SYM,May,SYM,Jun,SYM,Jul,SYM,Aug,SYM,Sep,SYM,Oct,SYM,Nov,SYM,Dec,SYM
08NH004,1,1,1914,1,,,,,,,,,,,113,,65.4,,11.3,,5.8,,10.1,,22.2,,12.6,
08NH004,1,1,1914,2,,,,,,,,,,,135,,64.3,,10.9,,5.8,,10.1,,26.3,,12.2,
08NH004,1,1,1914,3,,,,,,,,,,,164,,65.4,,10.1,,5.8,,10.9,,39.9,,12.2,
08NH004,1,1,1914,4,,,,,,,,,,,155,,65.4,,10.1,,5.8,,9.63,,39.9,,12.6,
08NH004,1,1,1914,5,,,,,,,,,,,117,,56.6,,10.1,,5.8,,10.1,,42.2,,12.6,
08NH004,1,1,1914,6,,,,,,,,,,,97.4,,51,,10.1,,5.8,,9.63,,49.8,,11.8,
08NH004,1,1,1914,7,,,,,,,,,71.6,,81.6,,45.6,,9.2,,5.8,,10.1,,43,,11.8,
08NH004,1,1,1914,8,,,,,,,,,71.6,,71.6,,44.2,,9.2,,5.8,,10.1,,49.8,,11.8,
08NH004,1,1,1914,9,,,,,,,,,87.2,,63.4,,41.3,,9.2,,6.65,,10.1,,47.3,,11.8,
08NH004,1,1,1914,10,,,,,,,,,105,,55.8,,36.8,,9.2,,6.65,,10.2,,42.2,,11.8,
08NH004,1,1,1914,11,,,,,,,,,100,,62.3,,36,,9.2,,6.65,,10.5,,36.8,,11.8,
08NH004,1,1,1914,12,,,,,,,,,97.4,,72.8,,31.1,,9.2,,6.65,,10.9,,32,,10.9,
08NH004,1,1,1914,13,,,,,,,,,103,,89.8,,35.1,,9.2,,6.65,,10.9,,25.5,,10.9,B
08NH004,1,1,1914,14,,,,,,,,,121,,106,,39.9,,9.2,,7.5,,10.9,,21.7,,10.9,B
08NH004,1,1,1914,15,,,,,,,,,164,,113,,37.7,,9.2,,7.93,,11.8,,21.1,,10.9,B
08NH004,1,1,1914,16,,,,,,,,,161,,121,,32,,9.2,,8.35,,13.6,,20.5,,10.9,B
08NH004,1,1,1914,17,,,,,,,,,146,,116,,27.8,,9.63,,9.2,,15,,20.5,,,
08NH004,1,1,1914,18,,,,,,,,,138,,125,,25.5,,8.35,,11.8,,16.6,,19.4,,,
08NH004,1,1,1914,19,,,,,,,,,138,,111,,24.9,,7.93,,15.6,,18.3,,18.8,,,
08NH004,1,1,1914,20,,,,,,,,,120,,93.4,,24.1,,7.5,,16.6,,18.3,,18.3,,,
08NH004,1,1,1914,21,,,,,,,,,114,,67.4,,22.2,,7.5,,15,,16,,17.7,,,
08NH004,1,1,1914,22,,,,,,,,,127,,65.4,,20,,7.5,,14.2,,14.6,,17.1,,,
08NH004,1,1,1914,23,,,,,,,,,127,,52.7,,17.7,,7.5,,12.2,,14,,16.6,,,
08NH004,1,1,1914,24,,,,,,,,,131,,49,,17.7,,7.5,,10.9,,13.6,,16.6,,,
08NH004,1,1,1914,25,,,,,,,,,125,,67.4,,16,,7.5,,10.9,,13.6,,15.6,,,
08NH004,1,1,1914,26,,,,,,,,,106,,83.8,,15.6,,6.65,,10.5,,13.6,,15.6,,,
08NH004,1,1,1914,27,,,,,,,,,93.4,,73.9,,15.6,,6.65,,10.1,,14.2,,15.6,,,
08NH004,1,1,1914,28,,,,,,,,,82.7,,67.4,,14.6,,6.65,,10.1,,14.6,,15.6,,,
08NH004,1,1,1914,29,,,,,,,,,71.6,,63.4,,13.6,E,5.8,,10.1,,14.2,,15.6,,,
08NH004,1,1,1914,30,,,,,,,,,75,,68.2,,12.6,,5.8,,10.1,,15.6,,13.6,,,
08NH004,1,1,1914,31,,,,,,,,,93.4,,,,11.8,,5.8,,,,16.6,,,,,
08NH004,1,1,1915,1,,,7.25,,7.25,,24.2,,68.5,,64.8,,33.4,,18.5,,7.25,,6.37,,11.3,,7.25,
08NH004,1,1,1915,2,,,7.25,,7.25,,29.7,,61.2,,58.9,,29.7,,19.6,,7.25,,6.37,E,10.4,,7.25,
08NH004,1,1,1915,3,,,7.25,,8.27,,31.7,,58.9,,55.2,,28.2,,19.6,,7.25,,6.37,,10.4,E,,
08NH004,1,1,1915,4,,,7.25,,8.27,,32.6,E,55.2,,45.9,,23,,17.4,,7.25,,6.8,,10.4,,,
08NH004,1,1,1915,5,,,7.25,,8.27,,33.4,,57.8,,44.7,,21.9,,13.2,,7.25,,6.8,,9.66,,8.27,
08NH004,1,1,1915,6,,,7.25,,8.27,,33.4,,60,,44.7,,21.9,,13.2,,7.25,,6.37,,8.95,,8.27,
08NH004,1,1,1915,7,,,7.25,,8.27,,31.7,,64.8,,42.8,,21.9,,13.2,E,7.25,,6.37,,9.29,E,7.7,
08NH004,1,1,1915,8,,,7.25,,8.95,,30.6,,64.8,,41.1,,21.9,,13.2,,7.25,,6.37,,9.66,,7.7,
08NH004,1,1,1915,9,,,7.25,,8.95,,29.4,,66.3,,39.4,,21.9,,12.7,E,6.8,,6.37,,10.4,,,
08NH004,1,1,1915,10,,,7.25,,8.95,,30.6,,72.8,,51,,19.6,,12.2,,7.25,,6.37,,9.66,,,
08NH004,1,1,1915,11,,,7.25,,8.95,,39.4,,69.9,,43.6,,19.6,E,11.8,E,7.7,,6.37,,8.95,,8.27,
08NH004,1,1,1915,12,,,7.25,,10.4,,44.7,,68.5,,37.9,E,19.6,,11.3,,8.27,,5.95,,7.7,,7.7,
08NH004,1,1,1915,13,,,7.25,,10.4,,48.7,,57.8,,32.6,,19.6,,10.4,,7.7,,6.37,,6.8,,7.25,
08NH004,1,1,1915,14,,,7.25,,10.9,E,52.1,,62.6,,29.7,,19.6,,10.4,,7.7,,6.37,,8.95,,,
08NH004,1,1,1915,15,,,7.25,,11.3,,55.2,,68.5,,31.1,,20.7,,11.3,,7.25,,6.8,,8.95,,,
08NH004,1,1,1915,16,,,7.25,,11.3,,56.6,,63.7,,28.9,,21.9,,12.2,,7.25,,6.8,,8.27,,7.25,
08NH004,1,1,1915,17,,,7.25,,11.8,,68.5,,60,,26.8,,21.9,,10.4,,7.25,,6.57,E,7.99,E,6.8,
08NH004,1,1,1915,18,,,7.25,,13.2,,86.9,,57.8,,27.5,,23,,9.66,,6.8,,6.37,,7.7,,7.25,
08NH004,1,1,1915,19,,,7.25,,13.7,,91.5,,57.8,E,28.9,,23,,8.95,,6.8,,10.4,,7.7,,,
08NH004,1,1,1915,20,,,7.25,,15.3,,90,,57.8,,26.8,,23,,9.66,,7.25,,9.66,,7.7,,,
08NH004,1,1,1915,21,,,7.25,,16.8,,75.6,,64.8,,27.5,,21.9,,9.66,,7.25,,9.66,,7.7,,,
08NH004,1,1,1915,22,,,7.25,,21.9,,63.7,,63.7,,27.5,,21.9,,8.95,,7.7,,8.27,,7.7,,,
08NH004,1,1,1915,23,,,7.25,,24.9,,58.9,,62.6,,28.9,,18.5,,8.27,,7.25,,7.7,,7.7,,,
08NH004,1,1,1915,24,,,7.7,,26.8,,56.6,,64.8,,30.6,,16.3,,8.27,,6.8,,7.7,,7.7,,,
08NH004,1,1,1915,25,,,7.7,,25.5,,56.6,,52.1,,31.1,,16.3,,8.27,,6.8,,7.25,,6.8,,,
08NH004,1,1,1915,26,,,7.25,,24.2,,46.7,,60,,41.1,,15.3,,7.7,,6.8,,8.95,,6.37,,6.8,
08NH004,1,1,1915,27,,,7.25,,20.8,E,48.7,,60,,40.2,,32.6,,7.7,,7.25,,9.66,,6.37,E,6.37,
08NH004,1,1,1915,28,,,7.25,,17.4,,47.6,,78.2,,39.4,,26.8,,7.25,,7.25,,9.66,,6.37,,5.95,
08NH004,1,1,1915,29,,,,,17.4,,47.6,,75.6,,36.8,,23,,7.25,,6.37,,10,E,6.37,,5.95,
08NH004,1,1,1915,30,,,,,17.4,,54.1,,69.9,,35.1,,19.6,,6.8,,6.37,,10.4,,6.8,,5.95,
08NH004,1,1,1915,31,,,,,18.5,,,,66.3,,,,19.6,,7.25,,,,12.2,,,,,
08NH004,1,1,1917,1,,,,,,,,,,,104,,76.5,E,11.6,E,3.68,E,3.68,,4.67,,,
08NH004,1,1,1917,2,,,,,,,,,,,115,,79.3,,10.9,,3.68,,3.45,E,2.83,,,
08NH004,1,1,1917,3,,,,,,,,,,,104,E,75,E,10.9,,3.68,,3.26,,4.3,E,,
08NH004,1,1,1917,4,,,,,,,,,,,93.7,,70.8,,10.9,,3.68,,3.26,,5.8,,,
08NH004,1,1,1917,5,,,,,,,,,,,90.6,,70.8,,10.9,,3.68,E,3.68,,5.24,,,
08NH004,1,1,1917,6,,,,,,,,,,,108,E,65.7,,13.7,,3.68,,3.68,,5.01,E,,
08NH004,1,1,1917,7,,,,,,,,,,,126,,61.2,,12.3,,3.68,,3.68,E,4.84,E,,
08NH004,1,1,1917,8,,,,,,,,,,,161,,54.4,E,10.9,,3.68,E,3.68,,4.67,,,
08NH004,1,1,1917,9,,,,,,,,,,,208,,47.9,,9.63,,3.68,,3.68,E,4.42,E,,
08NH004,1,1,1917,10,,,,,,,,,,,126,,45.6,,9.63,,3.68,E,3.68,,4.16,,,
08NH004,1,1,1917,11,,,,,,,,,,,116,E,42.5,E,9,E,3.68,,2.83,,3.91,E,,
08NH004,1,1,1917,12,,,,,,,,,,,105,E,39.6,,8.35,,3.68,E,2.83,,3.68,,,
08NH004,1,1,1917,13,,,,,,,,,,,95.1,E,36,,8.35,,3.68,,2.83,E,3.68,E,,
08NH004,1,1,1917,14,,,,,,,,,,,85,,36,E,7.7,E,3.68,,2.83,,3.68,,,
08NH004,1,1,1917,15,,,,,,,,,,,138,E,36,,7.08,,2.83,,2.83,E,3.68,,,
08NH004,1,1,1917,16,,,,,,,,,,,192,,32.3,E,7.08,,2.83,E,2.83,,3.68,E,,
08NH004,1,1,1917,17,,,,,,,,,,,192,,28.9,E,7.08,E,2.83,,2.83,E,3.68,,,
08NH004,1,1,1917,18,,,,,,,,,,,162,E,25.5,,7.08,,3.68,,2.83,E,3.68,E,,
08NH004,1,1,1917,19,,,,,,,,,,,132,,22.4,E,5.8,,3.68,,2.83,,3.68,,,
08NH004,1,1,1917,20,,,,,,,,,,,135,,19.3,,5.8,E,3.68,,2.66,E,3.68,E,,
08NH004,1,1,1917,21,,,,,,,,,,,135,,17.8,,5.8,,3.68,E,2.49,,3.68,E,,
08NH004,1,1,1917,22,,,,,,,,,,,124,E,16.4,,5.8,,3.68,,2.49,,3.68,,,
08NH004,1,1,1917,23,,,,,,,,,135,,113,E,15.1,E,4.67,,3.26,E,2.32,E,3.68,,,
08NH004,1,1,1917,24,,,,,,,,,116,E,103,,13.7,,4.67,E,2.83,,2.12,,3.68,E,,
08NH004,1,1,1917,25,,,,,,,,,97.1,,101,,13.7,,4.67,,2.83,,2.35,E,3.68,,,
08NH004,1,1,1917,26,,,,,,,,,126,,93.7,,13.7,,4.67,,2.83,E,2.58,E,4.67,,,
08NH004,1,1,1917,27,,,,,,,,,126,,87.8,,13.7,,4.67,,2.83,,2.83,,3.68,,,
08NH004,1,1,1917,28,,,,,,,,,126,,79.3,,13.7,,3.74,E,3.26,E,2.58,E,3.68,E,,
08NH004,1,1,1917,29,,,,,,,,,135,E,76.5,E,14.4,,3.68,,3.68,,2.35,E,3.68,E,,
08NH004,1,1,1917,30,,,,,,,,,143,,73.6,,12.3,,3.68,,3.68,,2.12,,3.68,E,,
08NH004,1,1,1917,31,,,,,,,,,,,,,12.3,,3.68,,,,3.4,E,,,,
08NH004,1,1,1918,1,,,,,,,24.1,,75.3,E,64.6,E,24.5,E,10.4,E,7.08,E,6.37,,10.6,,12,
08NH004,1,1,1918,2,,,,,,,21.7,E,85,,68,,23.6,E,10.1,E,7.08,,6.37,,10.6,,12,
08NH004,1,1,1918,3,,,,,,,19.3,,135,,73.6,E,22.8,E,9.88,E,7.08,E,6.37,,10.6,,12,
08NH004,1,1,1918,4,,,,,,,19.3,E,161,,79.3,,21.9,E,9.63,,7.08,,6.37,,9.34,,12,
08NH004,1,1,1918,5,,,,,,,19.3,,135,,86.4,E,21.1,E,9.63,,7.08,E,6.74,,9.34,,9.34,
08NH004,1,1,1918,6,,,,,,,27.5,E,97.1,,93.7,,20.2,E,9.63,E,7.08,,7.08,,9.34,,8.21,
08NH004,1,1,1918,7,,,,,,,35.7,E,88.6,E,108,,19.4,E,9.63,,6.46,E,7.08,,9.34,,7.08,
08NH004,1,1,1918,8,,,,,,,43.9,E,80.1,,141,E,18.5,,9.63,,5.8,,6.37,,9.34,,7.08,
08NH004,1,1,1918,9,,,,,,,52.1,,63.4,,174,E,17.8,,9.63,,5.52,E,6.37,,9.34,,7.08,
08NH004,1,1,1918,10,,,,,,,54.4,,63.4,,208,,17.8,E,10.6,E,5.24,,6.37,,9.34,,7.08,
08NH004,1,1,1918,11,,,,,,,54.4,,63.4,,184,,17.8,,11.6,,4.96,E,6.37,,9.34,,8.21,
08NH004,1,1,1918,12,,,,,,,55.5,E,68.5,E,166,,16.4,,11.6,E,4.67,,8.21,,9.34,,8.21,
08NH004,1,1,1918,13,,,,,,,56.6,,73.6,,156,,16.4,,11.6,,4.67,E,8.21,,10.6,,9.34,
08NH004,1,1,1918,14,,,,,,,51.5,E,99.7,E,122,,15.1,E,10.6,E,4.67,,9.34,,12,,10.6,
08NH004,1,1,1918,15,,,,,,,46.4,E,126,,108,,13.7,,9.63,,4.67,,9.97,,10.6,,10.6,
08NH004,1,1,1918,16,,,,,,,41.3,,111,,85,,13,E,9.2,E,4.67,,14.4,,10.6,,10.6,
08NH004,1,1,1918,17,,,,,,,35.1,E,97.1,,90.6,,12.3,,8.78,E,4.67,,17.3,,12,,10.6,
08NH004,1,1,1918,18,,,,,,,28.9,,85,,78.2,E,12.3,E,8.35,,4.67,,14.4,,12,,10.6,
08NH004,1,1,1918,19,,,,,,,46.2,E,79.3,E,65.7,,12.3,,7.7,E,4.67,E,13.3,,12,,10.6,
08NH004,1,1,1918,20,,,,,,,63.4,,73.6,E,65.7,,12.3,,7.08,,4.67,,13.3,,12,,10.6,
08NH004,1,1,1918,21,,,,,,,65.7,E,68,,61.2,E,12.3,,7.08,E,4.67,E,12.7,,12,,10.6,B
08NH004,1,1,1918,22,,,,,,,68,,58.9,,56.6,,11.6,E,7.08,,4.67,,12,,12,,10.6,B
08NH004,1,1,1918,23,,,,,,,66.8,E,56.6,E,56.6,,10.9,,7.08,E,4.87,E,12,,10.6,,10.6,B
08NH004,1,1,1918,24,,,,,,,65.7,,54.4,,56.6,,10.9,,7.08,E,5.01,E,12,,10.6,,10.6,B
08NH004,1,1,1918,25,,,,,,,65.7,E,49.8,E,52.1,,11.6,E,7.08,,5.24,,10.6,,10.6,,10.6,B
08NH004,1,1,1918,26,,,,,,,65.7,,45.6,,45.6,,12.3,,7.08,E,4.96,E,10.6,,10.6,,10.6,B
08NH004,1,1,1918,27,,,,,,,65.7,E,45.6,E,43.3,,12.3,,7.08,,4.67,,12,,12,,10.6,B
08NH004,1,1,1918,28,,,,,,,65.7,E,45.6,,36,,13.7,,7.08,E,4.67,E,12,,12,,10.6,B
08NH004,1,1,1918,29,,,,,,,65.7,,54.4,,30.6,,12.3,,7.08,,4.67,,12,,12,,10.6,B
08NH004,1,1,1918,30,,,,,,,65.7,,57.8,E,25.5,,10.9,,7.08,,5.24,,10.6,,12,,10.6,B
08NH004,1,1,1918,31,,,,,,,,,61.2,E,,,10.6,E,7.08,,,,10.6,,,,10.6,B
08NH004,1,1,1919,1,15.1,B,8.55,B,6.51,B,30,,101,,111,,45.6,,2.97,,2.83,,2.61,,2.55,,3.54,B
08NH004,1,1,1919,2,15.1,B,8.55,B,6.51,B,33.4,,93.7,,108,,41.1,,2.97,,2.83,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,3,15.1,B,8.55,B,6.51,B,43.3,,82.1,,108,,39.1,,2.97,,2.78,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,4,15.1,B,8.55,B,6.51,B,54.4,,73.6,,119,,35.4,,3.82,,2.83,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,5,15.1,B,8.55,B,6.51,B,54.4,,61.2,,111,,31.7,,2.97,,2.83,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,6,15.1,B,8.55,B,6.37,B,45.6,,56.6,,104,,28.3,,2.97,,2.83,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,7,15.1,B,8.55,B,6.37,B,33.4,,50.1,,97.1,,24.8,,2.97,,2.83,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,8,15.1,B,8.55,B,6.37,B,33.4,,45.6,,87.8,,24.8,,2.97,,2.83,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,9,15.1,B,8.55,B,6.37,B,33.4,,63.4,,82.1,,24.8,,2.97,,2.83,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,10,15.1,B,8.55,B,6.37,B,37.4,,63.4,,76.5,,21.5,,2.97,,2.83,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,11,15.1,B,8.55,B,6.37,B,43.3,,63.4,,70.8,,18.7,,2.97,,2.83,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,12,15.1,B,8.55,B,6.37,B,37.4,,63.4,,63.4,,17.3,,3.26,,2.83,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,13,15.1,B,8.55,B,6.37,B,35.4,,58.9,,58.9,,15.9,,3.26,,2.83,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,14,15.1,B,8.55,B,6.37,B,37.4,,54.4,,58.9,,13.3,,3.26,,2.83,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,15,15.1,B,8.55,B,6.37,B,41.1,,68,,82.1,,12.7,,3.26,,2.78,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,16,15.1,B,8.55,B,6.37,B,45.6,,85,,76.5,,12.7,,3.26,,2.78,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,17,15.1,B,8.55,B,6.37,B,52.1,,97.1,,82.1,,12,,3.26,,2.69,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,18,15.1,B,8.55,B,6.37,,54.4,,93.7,,87.8,,10.6,,2.83,,2.69,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,19,15.1,B,8.55,B,6.37,,54.4,,122,,97.1,,9.34,,2.83,,2.69,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,20,15.1,B,8.55,B,6.37,,56.6,,186,,104,,7.08,,2.83,,2.69,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,21,15.1,B,8.55,B,6.37,,58.9,,253,,104,,7.08,,2.89,,2.69,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,22,15.1,B,8.55,B,7.08,,68,,266,,104,,6.37,,2.89,,2.69,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,23,15.1,B,8.55,B,7.08,,87.8,,277,,97.1,,6.74,,2.69,,2.69,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,24,15.1,B,8.55,B,8.21,,90.6,,269,,90.6,,5.66,,2.69,,2.78,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,25,15.1,B,8.55,B,9.34,,90.6,,232,,79.3,,4.96,,2.69,,2.69,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,26,15.1,B,8.55,B,9.34,,101,,232,,68,,4.96,,2.69,,2.69,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,27,15.1,B,8.55,B,8.78,,115,,208,,65.7,,4.96,,2.69,,2.69,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,28,15.1,B,8.55,B,9.34,,139,,208,,61.2,,4.96,,2.69,,2.69,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,29,15.1,B,,,12,,143,,197,,54.4,,4.25,,2.69,,2.69,,2.55,,2.55,,3.54,B
08NH004,1,1,1919,30,15.1,B,,,15.9,,143,,143,,50.1,,3.82,,2.69,,2.61,,2.55,,2.55,E,3.54,B
08NH004,1,1,1919,31,15.1,B,,,20.1,,,,97.1,,,,3.54,,2.78,,,,2.55,,,,3.54,B
08NH004,1,1,1920,1,3.4,B,2.27,B,3.4,B,2.61,,18.7,,68,,90.6,,9.34,,2.97,,12,,8.21,,10.6,
08NH004,1,1,1920,2,3.4,B,2.27,B,3.4,B,2.61,,18.7,,76.5,,82.1,,8.78,,3.54,,12,,8.21,,10.6,
08NH004,1,1,1920,3,3.4,B,2.27,B,3.4,B,2.61,,20.1,,79.3,,79.3,,8.78,,3.26,,13.3,,7.08,,10.6,
08NH004,1,1,1920,4,3.4,B,2.27,B,3.4,B,2.61,,23.4,,85,,68,,8.21,,2.97,,15.9,,6.23,,11.3,
08NH004,1,1,1920,5,3.4,B,2.27,B,3.4,B,2.61,,26.8,,87.8,,61.2,,8.21,,2.97,,18.7,,8.21,,11.3,
08NH004,1,1,1920,6,3.4,B,2.27,B,3.4,B,2.61,,35.4,,90.9,,56.6,,8.21,,3.54,,20.1,,8.21,,9.34,
08NH004,1,1,1920,7,3.4,B,2.27,B,3.4,B,2.69,,35.4,,94,,50.1,,8.21,,3.54,,23.4,,8.21,,9.34,
08NH004,1,1,1920,8,3.4,B,2.27,B,3.4,B,2.78,,45.6,,97.1,,43.3,,7.65,,3.54,,26.8,,8.21,,8.21,
08NH004,1,1,1920,9,3.4,B,2.27,B,3.4,B,2.97,,45.6,,104,,43.3,,7.65,,3.54,,29.2,,7.08,,8.21,
08NH004,1,1,1920,10,3.4,B,2.27,B,3.4,B,4.25,,58.9,,104,,41.1,,7.65,,3.54,,30,,7.08,,7.08,
08NH004,1,1,1920,11,3.4,B,2.27,B,3.4,B,7.08,,63.4,,104,,35.4,,7.08,,4.25,,23.4,,5.66,,6.37,
08NH004,1,1,1920,12,3.4,B,2.27,B,3.4,B,12,,68,,104,,33.4,,7.08,,6.37,,26.8,,5.66,,6.37,
08NH004,1,1,1920,13,3.4,B,2.27,B,3.4,B,14.4,,115,,97.1,,45.6,,6.74,,10.6,,23.4,,5.66,,6.37,
08NH004,1,1,1920,14,3.4,B,2.27,B,3.4,B,15.9,,115,,108,,43.3,,6.74,,12,,23.4,,5.66,,6,
08NH004,1,1,1920,15,3.4,B,2.27,B,3.4,B,15.9,,97.1,,108,,35.4,,6.74,,12,,28.3,,6.37,,5.66,
08NH004,1,1,1920,16,3.4,B,2.27,B,3.4,B,15.9,,97.1,,111,,30,,6.37,,12,,23.4,,6.37,,5.66,
08NH004,1,1,1920,17,3.4,B,2.27,B,3.4,B,17.3,,115,,119,,26.8,,6.37,,12,,21.5,,6.37,,5.66,
08NH004,1,1,1920,18,3.4,B,2.27,B,3.4,B,13.3,,111,,115,,24.8,,6,,12,,20.1,,6.37,,5.66,
08NH004,1,1,1920,19,3.4,B,2.27,B,3.4,B,14.4,,90.6,,119,,18.7,,6,,12,,18.7,,7.08,,6,
08NH004,1,1,1920,20,3.4,B,2.27,B,3.4,B,15.9,,68,,111,,18.7,,6,,13.3,,18.7,,8.21,,5.66,
08NH004,1,1,1920,21,3.4,B,2.27,B,3.4,B,16.6,,63.4,,115,,15.9,,5.66,,13.3,,18.7,,8.21,,5.66,
08NH004,1,1,1920,22,3.4,B,2.27,B,3.4,B,16.6,,61.2,,126,,14.4,,4.96,,13.3,,18.7,,10.6,,5.66,
08NH004,1,1,1920,23,3.4,B,2.27,B,3.4,B,17.3,,58.9,,97.1,,13.3,,4.96,,12,,18.7,,13.3,,5.66,
08NH004,1,1,1920,24,3.4,B,2.27,B,3.4,B,17.3,,58.9,,90.6,,13.3,,4.25,,12,,15.9,,14.4,,5.66,
08NH004,1,1,1920,25,3.4,B,2.27,B,3.4,B,14.4,,54.4,,79.3,,12,,3.82,,12,,12,,14.4,,5.66,
08NH004,1,1,1920,26,3.4,B,2.27,B,3.4,B,14.4,,50.1,,61.2,,12,,3.82,,12,,12,,13.3,,5.66,
08NH004,1,1,1920,27,3.4,B,2.27,B,3.4,B,14.4,,56.6,,90.6,,12,,3.54,,12,,12,,12,,6.37,
08NH004,1,1,1920,28,3.4,B,2.27,B,3.4,B,15.9,,56.6,,97.1,,10.6,,3.54,,12,,10.6,,12,,6.37,
08NH004,1,1,1920,29,3.4,B,2.27,B,3.4,B,17.3,,52.1,,111,,9.34,,3.82,,12,,9.34,,12,,6.37,
08NH004,1,1,1920,30,3.4,B,,,3.4,B,18.7,,58.9,,104,,9.34,,3.54,,12,,8.21,,12,,6.37,
08NH004,1,1,1920,31,3.4,B,,,3.4,B,,,63.4,,,,9.34,,3.54,,,,8.21,,,,7.08,
08NH004,1,1,1921,1,6.8,B,5.1,B,10.6,,17.3,,26.8,,119,,47.9,,12,,8.21,,8.21,,9.34,,12,
08NH004,1,1,1921,2,6.8,B,5.1,B,10.6,,17.3,,31.7,,166,,43.3,,12,,8.21,,8.21,,9.34,,12,
08NH004,1,1,1921,3,6.8,B,5.1,B,9.34,,17.3,,35.4,,176,,39.1,,10.6,,8.21,,8.21,,9.34,,12,
08NH004,1,1,1921,4,6.8,B,5.1,B,9.34,,20.1,,41.1,,166,,37.4,,10.6,,8.21,,8.21,,9.34,,12,
08NH004,1,1,1921,5,6.8,B,5.1,B,9.34,,20.1,,54.4,,186,,35.4,,10.6,,7.08,,8.21,,9.34,,12,
08NH004,1,1,1921,6,6.8,B,5.1,B,9.34,,21.5,,61.2,,202,,31.7,,10.6,,7.08,,8.21,,10.6,,10.6,
08NH004,1,1,1921,7,6.8,B,5.1,B,9.34,,21.5,,73.6,,214,,28.3,,10.6,E,7.65,,8.21,,10.6,,10.6,
08NH004,1,1,1921,8,6.8,B,5.1,B,10.6,,23.4,,85,,214,,28.3,,10.6,E,7.65,,8.21,,10.6,,10.6,
08NH004,1,1,1921,9,6.8,B,5.1,B,10.6,,24.8,,97.1,,214,,28.3,,10.6,E,7.65,,9.34,,12,,9.34,
08NH004,1,1,1921,10,6.8,B,5.1,B,9.34,,26.8,,111,,214,,26.8,,10.6,E,7.65,,9.34,,12,,9.34,
08NH004,1,1,1921,11,6.8,B,5.1,B,9.34,,26.8,,97.1,,214,,26.8,,10.6,E,7.08,,9.34,,12,,9.34,
08NH004,1,1,1921,12,6.8,B,5.1,B,9.34,,31.7,,85,,214,,24.8,,10.6,E,7.08,,9.34,,12,,9.34,
08NH004,1,1,1921,13,6.8,B,5.1,B,9.34,,39.1,,76.5,,214,,23.4,,10.6,E,7.08,,9.34,,12,,9.34,
08NH004,1,1,1921,14,6.8,B,5.1,B,10.6,,45.6,,85,,208,,23.4,,10.6,E,7.08,,9.34,,12,,9.34,
08NH004,1,1,1921,15,6.8,B,5.1,B,12,,52.1,,97.1,,202,,21.5,,10.6,E,7.65,,9.34,,12,,9.34,
08NH004,1,1,1921,16,6.8,B,5.1,B,12,,56.6,,135,,202,,18.7,,10.6,E,7.65,,9.34,,12,,9.34,
08NH004,1,1,1921,17,6.8,B,5.1,B,12,,63.4,,151,,192,,18.7,,10.6,E,7.65,,9.34,,12,,9.34,
08NH004,1,1,1921,18,6.8,B,5.1,B,13.3,,68,,181,,176,,18.7,,10.6,E,7.65,,9.34,,12,,9.34,
08NH004,1,1,1921,19,6.8,B,5.1,B,13.3,,73.6,,197,,176,,18.7,,10.6,E,7.65,,9.34,,12,,9.34,
08NH004,1,1,1921,20,6.8,B,5.1,B,12,,68,,214,,161,,18.7,,10.6,E,8.78,,9.34,,12,,9.34,
08NH004,1,1,1921,21,6.8,B,5.1,B,12,,63.4,,214,,151,,18.7,,10.6,,8.21,,9.34,,12,,9.34,
08NH004,1,1,1921,22,6.8,B,5.1,B,12,,61.2,,214,,135,,18.7,,10.6,,8.21,,9.34,,12,,7.65,B
