Location,Scale,Shape
3.88016228493677,1.13174478440753,-0.328170001714107
3.88237224736475,1.15908461696195,-0.31869181960828
3.88104288565473,1.17173722386096,-0.316599906035766
3.93375484485809,1.12603335931113,-0.294228332782808
3.95119135653539,1.12423046433834,-0.306116856834078
3.91201799050113,1.12483978509269,-0.332979497917734
3.95234616213757,1.09922238281562,-0.307407888090461
3.95203858767165,1.09762901495349,-0.307418840661844
4.00513837275336,1.05733865565422,-0.279411193672444
4.10214267002642,1.02485849637775,-0.274062723529709
4.04526592161023,1.05280870788702,-0.245704218331941
4.03708503835671,1.05827725847374,-0.252691554829327
4.03771964877917,1.0974083759083,-0.236230272750974
4.05915278786062,1.11750117779311,-0.197281343204427
4.13737120694591,1.14053902475762,-0.171805446782504
4.16325740328417,1.19867235204758,-0.155281045506879
4.20582413432663,1.16727265254247,-0.168492742373407
4.24027238828415,1.15590905641697,-0.181491640077224
4.26411999221103,1.19451023030982,-0.137318379905442
4.26356616224907,1.16662747434413,-0.150826045618063
4.31824475491834,1.18671536166134,-0.0943076439271292
4.35377481464655,1.25871347791034,-0.0524556066292363
4.43130076207883,1.18583511084304,-0.0148277723082535
4.53685985528189,1.20021662276922,0.0516820265624011
4.56658155970728,1.24302430146376,0.108647279224835
4.60082157589207,1.3346001914429,0.138520924908628
4.61205543299165,1.41355683679237,0.105109061693733
4.68218994013378,1.37015402907744,0.190693897227745
4.68698883399641,1.30725778193144,0.207075568301391
4.71237951073739,1.39064014852615,0.236043407814227
4.72454098864684,1.48171288017121,0.196380937176719
4.71827379778033,1.39008640808623,0.22418508800953
4.66086429377336,1.42949723810987,0.151241494832481
4.70427085099947,1.48397166731419,0.109785803033466
4.70698987696114,1.50352921585425,0.118744035028353
4.74875475492034,1.46244744838824,0.104521120739534
4.83711657100947,1.38793535564585,0.193187403653812
4.73655580463678,1.43007613490834,0.108699234003666
4.73515889087722,1.40811593607464,0.100643257373498
4.72973276075022,1.35621055369213,0.124127207597714
4.82393249167177,1.37879720540323,0.162870029933668
4.77232205286197,1.35079217098886,0.214947030043999
4.70520528102986,1.41343947817354,0.149061524924371
4.70450338617587,1.42305107199232,0.146866907471785
4.61520455467047,1.41719703569869,0.0712432850859452
4.5971861867945,1.43124636160817,0.0797551150390195
4.60193812313134,1.4303625966663,0.0866621644937476
4.56074791461394,1.44021874258644,0.116423289437723
4.50253469122842,1.36393301707424,0.082642666279371
4.48544302974609,1.27130796011513,0.0478332836765512
4.40385743928775,1.24946558630342,-0.0297650015294024
4.35539907595272,1.28086272196277,-0.0004393495136436
4.32203235671242,1.29361171046388,-0.0413029569682782
4.28292334905996,1.29032195456035,-0.0892446922760531
4.28050914420812,1.21745813029036,-0.111193738952757
4.30765611026061,1.24476681774671,-0.184983624217451
4.32309906173199,1.2850581158558,-0.149278120362757
4.2838714629497,1.23334543977011,-0.195042014369441
4.25742575707227,1.16684978918254,-0.229561471977321
4.25733043087659,1.16771245937253,-0.229381095481469
4.27356042548704,1.15069062646851,-0.224010920442143
4.25553527281737,1.13944718947969,-0.251876211185877
4.22448408425572,1.1359516977473,-0.287383246368565
4.22491134880237,1.11195618458756,-0.289955226454597
4.13927025761155,1.18250391988152,-0.29472762571459
4.12654894447724,1.18724197930864,-0.30571356634687
4.10658213932622,1.19565835728781,-0.320947991131844
4.14348319264772,1.18218024245958,-0.294369966094433
4.04299702459716,1.20109976439878,-0.290401542602939
4.05146765387655,1.2371242693002,-0.286165151301094
3.98679614057288,1.28972953497869,-0.30285628797241
3.99164870063478,1.28447851882851,-0.301728454424701
3.98943997867932,1.28198757400056,-0.305206294957878
3.99099837748657,1.32054056093646,-0.298534313968231
3.92592572972269,1.3356824538843,-0.316193556171458
3.94837898066556,1.36394620121911,-0.312800496811468
3.96076560449064,1.39828764084538,-0.307750509916506
3.95832255539319,1.42293684790924,-0.304042427713102
3.96178989288474,1.4468142683473,-0.29590634756612
3.90142464784132,1.49534188339456,-0.302593084720199
3.88872192404342,1.50919367217707,-0.304111830918639
3.89111129543948,1.50666984946652,-0.303519530749562
3.89190911192668,1.50793242972974,-0.303660538909139
3.83039129243284,1.40208216763289,-0.23678042256582
3.83130641276096,1.40230378623345,-0.23770348976548
3.83717842369817,1.4170674268317,-0.239233753718515
3.88997290313301,1.40983646009364,-0.235780553269708
3.88967592739882,1.4303180180273,-0.233804917620766
3.83194955850016,1.4299913753511,-0.228029918465312
3.83031185276623,1.42544123698097,-0.231317390308142
3.86687619067931,1.40664208040455,-0.221544390278828
3.88386060039746,1.43138459375171,-0.220494938925892
3.89248203343151,1.42238363996755,-0.219120142662168
3.88445600465976,1.39959185952299,-0.226062894205369
3.88815812928558,1.39952713872229,-0.222219055511522
3.8853309136346,1.39883456956053,-0.219114507226108
3.89525719807243,1.42068925907454,-0.210412257268176
3.8927475599856,1.4000824269098,-0.209640683475544
3.88711339977173,1.37241417011666,-0.208817180303819
3.8570342294726,1.39661902654735,-0.220577284141399
3.85739182839998,1.39313058610296,-0.221102629851061
3.89995324513872,1.36556066213915,-0.217587047343237
3.98110739601571,1.34622789729737,-0.223765045395167
4.03624410830291,1.32256771628031,-0.229584133276801
4.03645363435295,1.32406088039217,-0.228655259462579
3.99166249323073,1.33288285130993,-0.216767952983085
3.97719141924884,1.29639624206589,-0.222827038282679
3.99046659392689,1.29828115896344,-0.207855678556554
3.98081930473717,1.29595759720977,-0.219681091143763
3.96825354058103,1.25669061842572,-0.231842484726437
3.99439476424592,1.26950475771485,-0.205290254739026
3.99507275971643,1.2804877840652,-0.205380916602047
3.96344633235819,1.31178474231058,-0.212350662415633
3.96409721194004,1.30391467195262,-0.213229049529844
3.94665240665775,1.30557544452967,-0.230323726499558
3.99633293129925,1.26680352722333,-0.209250257456242
4.00177745003775,1.27082671458456,-0.211531649329597
4.00183847785117,1.27002979288359,-0.211773125543148
3.96561254928769,1.2973452077304,-0.23275526995333
3.97718450851743,1.28982773120867,-0.224159683883793
3.9557646588193,1.3064240968516,-0.237023097075122
3.95379737681615,1.33668811251457,-0.231111190627089
3.9523819324581,1.29973971789527,-0.239823180279138
3.91572124889841,1.33577380611932,-0.251298872488766
3.90803584913846,1.31890594806868,-0.263358454753017
3.90570150101073,1.34858349316001,-0.257543511246411
3.90801681484759,1.375762785361,-0.256191283982396
3.91515402328567,1.37244849087809,-0.250946056464218
3.91659291830352,1.35021238232693,-0.253432479555692
3.86594787412102,1.39916578704999,-0.259465577032466
3.81232735143774,1.43390795475039,-0.257576989892068
3.77275647582267,1.39718024120035,-0.23748820530166
3.76878875702448,1.37405504750838,-0.247523278788334
3.79852963084636,1.34764017393418,-0.255618709191855
3.84629639945264,1.34265364539812,-0.25143262046249
3.82423612802266,1.35092249394055,-0.262707856048321
3.86750041390334,1.31670650396847,-0.263573814016444
3.88566831373472,1.32798432680743,-0.265042636464214
3.85218930208048,1.34250427382185,-0.276193855433019
3.87517122080591,1.33792273433649,-0.264211344436227
3.85080741498484,1.35606043768575,-0.273301037764243
3.83706894934877,1.35850777767229,-0.269684708306671
3.86775615115032,1.33114520604478,-0.261920666866338
3.83460614430374,1.35279522130117,-0.254567403430881
3.87269516076587,1.35068721039729,-0.246439631649261
3.87720703807416,1.35416699816828,-0.240318711441498
3.87674627223184,1.35053906985278,-0.24243990006757
